official_category_track_id,working_scope,exam_level,category_label,category_code,category_name,catalog_rows,pdf_url_documents,distinct_exam_codes,distinct_subject_codes,distinct_subject_names,year_min,year_max,top_exam_labels
交通事業公路人員士級晉佐級|交通事業公路人員士級晉佐級_技術類(選試機械原理大意)-公路總局|643|技術類(選試機械原理大意)-公路總局,future_expansion,交通事業公路人員士級晉佐級,交通事業公路人員士級晉佐級_技術類(選試機械原理大意)-公路總局,643,技術類(選試機械原理大意)-公路總局,6,10,2,5,3,106,108,108年公務人員升官等考試、關務人員升官等考試、交通事業郵政人員升資考試、交通事業公路人員升資考試、交通事業港務人員升資考試 | 106年公務人員升官等考試、106年關務人員升官等考試、106年交通事業鐵路人員、公路人員、港務人員升資考試
交通事業公路人員士級晉佐級|交通事業公路人員士級晉佐級_技術類(選試機械原理大意)-公路總局|903|技術類(選試機械原理大意)-公路總局,future_expansion,交通事業公路人員士級晉佐級,交通事業公路人員士級晉佐級_技術類(選試機械原理大意)-公路總局,903,技術類(選試機械原理大意)-公路總局,3,5,1,3,3,111,111,111年警察人員升官等考試、111年交通事業郵政人員升資考試、111年交通事業公路人員升資考試
交通事業公路人員士級晉佐級|交通事業公路人員士級晉佐級_技術類(選試電路學大意)-公路總局|644|技術類(選試電路學大意)-公路總局,future_expansion,交通事業公路人員士級晉佐級,交通事業公路人員士級晉佐級_技術類(選試電路學大意)-公路總局,644,技術類(選試電路學大意)-公路總局,6,10,2,6,3,106,108,108年公務人員升官等考試、關務人員升官等考試、交通事業郵政人員升資考試、交通事業公路人員升資考試、交通事業港務人員升資考試 | 106年公務人員升官等考試、106年關務人員升官等考試、106年交通事業鐵路人員、公路人員、港務人員升資考試
交通事業公路人員士級晉佐級|交通事業公路人員士級晉佐級_業務類-公路總局|601|業務類-公路總局,future_expansion,交通事業公路人員士級晉佐級,交通事業公路人員士級晉佐級_業務類-公路總局,601,業務類-公路總局,3,6,1,3,3,110,110,110年公務人員升官等考試、110年關務人員升官等考試、110年交通事業公路人員升資考試、110年交通事業港務人員升資考試
交通事業公路人員士級晉佐級|交通事業公路人員士級晉佐級_業務類-公路總局|641|業務類-公路總局,future_expansion,交通事業公路人員士級晉佐級,交通事業公路人員士級晉佐級_業務類-公路總局,641,業務類-公路總局,6,12,2,6,3,106,108,108年公務人員升官等考試、關務人員升官等考試、交通事業郵政人員升資考試、交通事業公路人員升資考試、交通事業港務人員升資考試 | 106年公務人員升官等考試、106年關務人員升官等考試、106年交通事業鐵路人員、公路人員、港務人員升資考試
交通事業公路人員士級晉佐級|交通事業公路人員士級晉佐級_業務類-公路總局|901|業務類-公路總局,future_expansion,交通事業公路人員士級晉佐級,交通事業公路人員士級晉佐級_業務類-公路總局,901,業務類-公路總局,3,6,1,3,3,111,111,111年警察人員升官等考試、111年交通事業郵政人員升資考試、111年交通事業公路人員升資考試
交通事業公路人員士級晉佐級|交通事業公路人員士級晉佐級_業務類-高公局|651|業務類-高公局,future_expansion,交通事業公路人員士級晉佐級,交通事業公路人員士級晉佐級_業務類-高公局,651,業務類-高公局,3,6,1,3,3,108,108,108年公務人員升官等考試、關務人員升官等考試、交通事業郵政人員升資考試、交通事業公路人員升資考試、交通事業港務人員升資考試
交通事業港務人員佐級晉員級|交通事業港務人員佐級晉員級_技術類(輪機管理與安全概要)-臺灣港務公司|728|技術類(輪機管理與安全概要)-臺灣港務公司,future_expansion,交通事業港務人員佐級晉員級,交通事業港務人員佐級晉員級_技術類(輪機管理與安全概要)-臺灣港務公司,728,技術類(輪機管理與安全概要)-臺灣港務公司,4,6,1,4,4,106,106,106年公務人員升官等考試、106年關務人員升官等考試、106年交通事業鐵路人員、公路人員、港務人員升資考試
交通事業港務人員佐級晉員級|交通事業港務人員佐級晉員級_技術類(選試機械設計概要)-臺灣港務公司|724|技術類(選試機械設計概要)-臺灣港務公司,future_expansion,交通事業港務人員佐級晉員級,交通事業港務人員佐級晉員級_技術類(選試機械設計概要)-臺灣港務公司,724,技術類(選試機械設計概要)-臺灣港務公司,8,13,2,7,4,106,108,108年公務人員升官等考試、關務人員升官等考試、交通事業郵政人員升資考試、交通事業公路人員升資考試、交通事業港務人員升資考試 | 106年公務人員升官等考試、106年關務人員升官等考試、106年交通事業鐵路人員、公路人員、港務人員升資考試
交通事業港務人員佐級晉員級|交通事業港務人員佐級晉員級_技術類(選試機械設計概要)-航港局|734|技術類(選試機械設計概要)-航港局,future_expansion,交通事業港務人員佐級晉員級,交通事業港務人員佐級晉員級_技術類(選試機械設計概要)-航港局,734,技術類(選試機械設計概要)-航港局,4,6,1,4,4,106,106,106年公務人員升官等考試、106年關務人員升官等考試、106年交通事業鐵路人員、公路人員、港務人員升資考試
交通事業港務人員佐級晉員級|交通事業港務人員佐級晉員級_技術類(選試港埠工程概要)-臺灣港務公司|722|技術類(選試港埠工程概要)-臺灣港務公司,future_expansion,交通事業港務人員佐級晉員級,交通事業港務人員佐級晉員級_技術類(選試港埠工程概要)-臺灣港務公司,722,技術類(選試港埠工程概要)-臺灣港務公司,8,13,2,8,4,106,108,108年公務人員升官等考試、關務人員升官等考試、交通事業郵政人員升資考試、交通事業公路人員升資考試、交通事業港務人員升資考試 | 106年公務人員升官等考試、106年關務人員升官等考試、106年交通事業鐵路人員、公路人員、港務人員升資考試
交通事業港務人員佐級晉員級|交通事業港務人員佐級晉員級_技術類(選試港埠工程概要)-臺灣港務公司|801|技術類(選試港埠工程概要)-臺灣港務公司,future_expansion,交通事業港務人員佐級晉員級,交通事業港務人員佐級晉員級_技術類(選試港埠工程概要)-臺灣港務公司,801,技術類(選試港埠工程概要)-臺灣港務公司,4,6,1,4,4,114,114,114年公務人員升官等考試、114年關務人員升官等考試、114年交通事業郵政人員升資考試、114年交通事業港務人員升資考試
交通事業港務人員佐級晉員級|交通事業港務人員佐級晉員級_技術類(選試港埠工程概要)-臺灣港務公司|802|技術類(選試港埠工程概要)-臺灣港務公司,future_expansion,交通事業港務人員佐級晉員級,交通事業港務人員佐級晉員級_技術類(選試港埠工程概要)-臺灣港務公司,802,技術類(選試港埠工程概要)-臺灣港務公司,8,12,2,7,5,110,112,112年公務人員升官等考試、112年關務人員升官等考試、112年交通事業鐵路人員升資考試、112年交通事業港務人員升資考試 | 110年公務人員升官等考試、110年關務人員升官等考試、110年交通事業公路人員升資考試、110年交通事業港務人員升資考試
交通事業港務人員佐級晉員級|交通事業港務人員佐級晉員級_技術類(選試航海學概要)-臺灣港務公司|726|技術類(選試航海學概要)-臺灣港務公司,future_expansion,交通事業港務人員佐級晉員級,交通事業港務人員佐級晉員級_技術類(選試航海學概要)-臺灣港務公司,726,技術類(選試航海學概要)-臺灣港務公司,8,13,2,8,4,106,108,108年公務人員升官等考試、關務人員升官等考試、交通事業郵政人員升資考試、交通事業公路人員升資考試、交通事業港務人員升資考試 | 106年公務人員升官等考試、106年關務人員升官等考試、106年交通事業鐵路人員、公路人員、港務人員升資考試
交通事業港務人員佐級晉員級|交通事業港務人員佐級晉員級_技術類(選試航海學概要)-臺灣港務公司|806|技術類(選試航海學概要)-臺灣港務公司,future_expansion,交通事業港務人員佐級晉員級,交通事業港務人員佐級晉員級_技術類(選試航海學概要)-臺灣港務公司,806,技術類(選試航海學概要)-臺灣港務公司,4,6,1,4,4,110,110,110年公務人員升官等考試、110年關務人員升官等考試、110年交通事業公路人員升資考試、110年交通事業港務人員升資考試
交通事業港務人員佐級晉員級|交通事業港務人員佐級晉員級_技術類(選試航海學概要)-航港局|734|技術類(選試航海學概要)-航港局,future_expansion,交通事業港務人員佐級晉員級,交通事業港務人員佐級晉員級_技術類(選試航海學概要)-航港局,734,技術類(選試航海學概要)-航港局,4,7,1,4,4,108,108,108年公務人員升官等考試、關務人員升官等考試、交通事業郵政人員升資考試、交通事業公路人員升資考試、交通事業港務人員升資考試
交通事業港務人員佐級晉員級|交通事業港務人員佐級晉員級_技術類(選試航海學概要)-航港局|736|技術類(選試航海學概要)-航港局,future_expansion,交通事業港務人員佐級晉員級,交通事業港務人員佐級晉員級_技術類(選試航海學概要)-航港局,736,技術類(選試航海學概要)-航港局,4,6,1,4,4,106,106,106年公務人員升官等考試、106年關務人員升官等考試、106年交通事業鐵路人員、公路人員、港務人員升資考試
交通事業港務人員佐級晉員級|交通事業港務人員佐級晉員級_技術類(選試航行安全與氣象概要)-臺灣港務公司|727|技術類(選試航行安全與氣象概要)-臺灣港務公司,future_expansion,交通事業港務人員佐級晉員級,交通事業港務人員佐級晉員級_技術類(選試航行安全與氣象概要)-臺灣港務公司,727,技術類(選試航行安全與氣象概要)-臺灣港務公司,8,13,2,8,4,106,108,108年公務人員升官等考試、關務人員升官等考試、交通事業郵政人員升資考試、交通事業公路人員升資考試、交通事業港務人員升資考試 | 106年公務人員升官等考試、106年關務人員升官等考試、106年交通事業鐵路人員、公路人員、港務人員升資考試
交通事業港務人員佐級晉員級|交通事業港務人員佐級晉員級_技術類(選試航行安全與氣象概要)-臺灣港務公司|807|技術類(選試航行安全與氣象概要)-臺灣港務公司,future_expansion,交通事業港務人員佐級晉員級,交通事業港務人員佐級晉員級_技術類(選試航行安全與氣象概要)-臺灣港務公司,807,技術類(選試航行安全與氣象概要)-臺灣港務公司,4,6,1,4,4,110,110,110年公務人員升官等考試、110年關務人員升官等考試、110年交通事業公路人員升資考試、110年交通事業港務人員升資考試
交通事業港務人員佐級晉員級|交通事業港務人員佐級晉員級_技術類(選試輪機工程概要)-臺灣港務公司|725|技術類(選試輪機工程概要)-臺灣港務公司,future_expansion,交通事業港務人員佐級晉員級,交通事業港務人員佐級晉員級_技術類(選試輪機工程概要)-臺灣港務公司,725,技術類(選試輪機工程概要)-臺灣港務公司,8,13,2,8,4,106,108,108年公務人員升官等考試、關務人員升官等考試、交通事業郵政人員升資考試、交通事業公路人員升資考試、交通事業港務人員升資考試 | 106年公務人員升官等考試、106年關務人員升官等考試、106年交通事業鐵路人員、公路人員、港務人員升資考試
交通事業港務人員佐級晉員級|交通事業港務人員佐級晉員級_技術類(選試輪機工程概要)-臺灣港務公司|805|技術類(選試輪機工程概要)-臺灣港務公司,future_expansion,交通事業港務人員佐級晉員級,交通事業港務人員佐級晉員級_技術類(選試輪機工程概要)-臺灣港務公司,805,技術類(選試輪機工程概要)-臺灣港務公司,8,12,2,7,5,110,112,112年公務人員升官等考試、112年關務人員升官等考試、112年交通事業鐵路人員升資考試、112年交通事業港務人員升資考試 | 110年公務人員升官等考試、110年關務人員升官等考試、110年交通事業公路人員升資考試、110年交通事業港務人員升資考試
交通事業港務人員佐級晉員級|交通事業港務人員佐級晉員級_技術類(選試輪機工程概要)-航港局|733|技術類(選試輪機工程概要)-航港局,future_expansion,交通事業港務人員佐級晉員級,交通事業港務人員佐級晉員級_技術類(選試輪機工程概要)-航港局,733,技術類(選試輪機工程概要)-航港局,4,7,1,4,4,108,108,108年公務人員升官等考試、關務人員升官等考試、交通事業郵政人員升資考試、交通事業公路人員升資考試、交通事業港務人員升資考試
交通事業港務人員佐級晉員級|交通事業港務人員佐級晉員級_技術類(選試輪機工程概要)-航港局|735|技術類(選試輪機工程概要)-航港局,future_expansion,交通事業港務人員佐級晉員級,交通事業港務人員佐級晉員級_技術類(選試輪機工程概要)-航港局,735,技術類(選試輪機工程概要)-航港局,4,6,1,4,4,106,106,106年公務人員升官等考試、106年關務人員升官等考試、106年交通事業鐵路人員、公路人員、港務人員升資考試
交通事業港務人員佐級晉員級|交通事業港務人員佐級晉員級_技術類(選試輪機管理與安全概要)-臺灣港務公司|808|技術類(選試輪機管理與安全概要)-臺灣港務公司,future_expansion,交通事業港務人員佐級晉員級,交通事業港務人員佐級晉員級_技術類(選試輪機管理與安全概要)-臺灣港務公司,808,技術類(選試輪機管理與安全概要)-臺灣港務公司,4,6,1,4,4,110,110,110年公務人員升官等考試、110年關務人員升官等考試、110年交通事業公路人員升資考試、110年交通事業港務人員升資考試
交通事業港務人員佐級晉員級|交通事業港務人員佐級晉員級_技術類(選試電機機械概要)-臺灣港務公司|723|技術類(選試電機機械概要)-臺灣港務公司,future_expansion,交通事業港務人員佐級晉員級,交通事業港務人員佐級晉員級_技術類(選試電機機械概要)-臺灣港務公司,723,技術類(選試電機機械概要)-臺灣港務公司,8,13,2,8,4,106,108,108年公務人員升官等考試、關務人員升官等考試、交通事業郵政人員升資考試、交通事業公路人員升資考試、交通事業港務人員升資考試 | 106年公務人員升官等考試、106年關務人員升官等考試、106年交通事業鐵路人員、公路人員、港務人員升資考試
交通事業港務人員佐級晉員級|交通事業港務人員佐級晉員級_技術類(選試電機機械概要)-臺灣港務公司|803|技術類(選試電機機械概要)-臺灣港務公司,future_expansion,交通事業港務人員佐級晉員級,交通事業港務人員佐級晉員級_技術類(選試電機機械概要)-臺灣港務公司,803,技術類(選試電機機械概要)-臺灣港務公司,4,6,1,4,4,112,112,112年公務人員升官等考試、112年關務人員升官等考試、112年交通事業鐵路人員升資考試、112年交通事業港務人員升資考試
交通事業港務人員佐級晉員級|交通事業港務人員佐級晉員級_技術類(選試電機機械概要)-航港局|733|技術類(選試電機機械概要)-航港局,future_expansion,交通事業港務人員佐級晉員級,交通事業港務人員佐級晉員級_技術類(選試電機機械概要)-航港局,733,技術類(選試電機機械概要)-航港局,4,6,1,4,4,106,106,106年公務人員升官等考試、106年關務人員升官等考試、106年交通事業鐵路人員、公路人員、港務人員升資考試
交通事業港務人員佐級晉員級|交通事業港務人員佐級晉員級_業務類-臺灣港務公司|721|業務類-臺灣港務公司,future_expansion,交通事業港務人員佐級晉員級,交通事業港務人員佐級晉員級_業務類-臺灣港務公司,721,業務類-臺灣港務公司,8,15,2,8,4,106,108,108年公務人員升官等考試、關務人員升官等考試、交通事業郵政人員升資考試、交通事業公路人員升資考試、交通事業港務人員升資考試 | 106年公務人員升官等考試、106年關務人員升官等考試、106年交通事業鐵路人員、公路人員、港務人員升資考試
交通事業港務人員佐級晉員級|交通事業港務人員佐級晉員級_業務類-臺灣港務公司|801|業務類-臺灣港務公司,future_expansion,交通事業港務人員佐級晉員級,交通事業港務人員佐級晉員級_業務類-臺灣港務公司,801,業務類-臺灣港務公司,8,14,2,8,5,110,112,112年公務人員升官等考試、112年關務人員升官等考試、112年交通事業鐵路人員升資考試、112年交通事業港務人員升資考試 | 110年公務人員升官等考試、110年關務人員升官等考試、110年交通事業公路人員升資考試、110年交通事業港務人員升資考試
交通事業港務人員佐級晉員級|交通事業港務人員佐級晉員級_業務類-航港局|731|業務類-航港局,future_expansion,交通事業港務人員佐級晉員級,交通事業港務人員佐級晉員級_業務類-航港局,731,業務類-航港局,8,15,2,8,4,106,108,108年公務人員升官等考試、關務人員升官等考試、交通事業郵政人員升資考試、交通事業公路人員升資考試、交通事業港務人員升資考試 | 106年公務人員升官等考試、106年關務人員升官等考試、106年交通事業鐵路人員、公路人員、港務人員升資考試
交通事業港務人員員級晉高員|交通事業港務人員員級晉高員_技術類(選試機械設計)-臺灣港務公司|703|技術類(選試機械設計)-臺灣港務公司,future_expansion,交通事業港務人員員級晉高員,交通事業港務人員員級晉高員_技術類(選試機械設計)-臺灣港務公司,703,技術類(選試機械設計)-臺灣港務公司,10,14,2,7,5,112,114,114年公務人員升官等考試、114年關務人員升官等考試、114年交通事業郵政人員升資考試、114年交通事業港務人員升資考試 | 112年公務人員升官等考試、112年關務人員升官等考試、112年交通事業鐵路人員升資考試、112年交通事業港務人員升資考試
交通事業港務人員員級晉高員|交通事業港務人員員級晉高員_技術類(選試機械設計)-航港局|714|技術類(選試機械設計)-航港局,future_expansion,交通事業港務人員員級晉高員,交通事業港務人員員級晉高員_技術類(選試機械設計)-航港局,714,技術類(選試機械設計)-航港局,10,15,2,9,5,106,110,110年公務人員升官等考試、110年關務人員升官等考試、110年交通事業公路人員升資考試、110年交通事業港務人員升資考試 | 106年公務人員升官等考試、106年關務人員升官等考試、106年交通事業鐵路人員、公路人員、港務人員升資考試
交通事業港務人員員級晉高員|交通事業港務人員員級晉高員_技術類(選試港埠工程)-臺灣港務公司|702|技術類(選試港埠工程)-臺灣港務公司,future_expansion,交通事業港務人員員級晉高員,交通事業港務人員員級晉高員_技術類(選試港埠工程)-臺灣港務公司,702,技術類(選試港埠工程)-臺灣港務公司,25,36,5,16,6,106,114,114年公務人員升官等考試、114年關務人員升官等考試、114年交通事業郵政人員升資考試、114年交通事業港務人員升資考試 | 112年公務人員升官等考試、112年關務人員升官等考試、112年交通事業鐵路人員升資考試、112年交通事業港務人員升資考試 | 110年公務人員升官等考試、110年關務人員升官等考試、110年交通事業公路人員升資考試、110年交通事業港務人員升資考試
交通事業港務人員員級晉高員|交通事業港務人員員級晉高員_技術類(選試港埠工程)-航港局|712|技術類(選試港埠工程)-航港局,future_expansion,交通事業港務人員員級晉高員,交通事業港務人員員級晉高員_技術類(選試港埠工程)-航港局,712,技術類(選試港埠工程)-航港局,15,22,3,12,6,108,112,112年公務人員升官等考試、112年關務人員升官等考試、112年交通事業鐵路人員升資考試、112年交通事業港務人員升資考試 | 110年公務人員升官等考試、110年關務人員升官等考試、110年交通事業公路人員升資考試、110年交通事業港務人員升資考試 | 108年公務人員升官等考試、關務人員升官等考試、交通事業郵政人員升資考試、交通事業公路人員升資考試、交通事業港務人員升資考試
交通事業港務人員員級晉高員|交通事業港務人員員級晉高員_技術類(選試航海學)-臺灣港務公司|705|技術類(選試航海學)-臺灣港務公司,future_expansion,交通事業港務人員員級晉高員,交通事業港務人員員級晉高員_技術類(選試航海學)-臺灣港務公司,705,技術類(選試航海學)-臺灣港務公司,20,29,4,11,6,106,114,114年公務人員升官等考試、114年關務人員升官等考試、114年交通事業郵政人員升資考試、114年交通事業港務人員升資考試 | 112年公務人員升官等考試、112年關務人員升官等考試、112年交通事業鐵路人員升資考試、112年交通事業港務人員升資考試 | 110年公務人員升官等考試、110年關務人員升官等考試、110年交通事業公路人員升資考試、110年交通事業港務人員升資考試
交通事業港務人員員級晉高員|交通事業港務人員員級晉高員_技術類(選試航海學)-臺灣港務公司|706|技術類(選試航海學)-臺灣港務公司,future_expansion,交通事業港務人員員級晉高員,交通事業港務人員員級晉高員_技術類(選試航海學)-臺灣港務公司,706,技術類(選試航海學)-臺灣港務公司,5,7,1,5,5,108,108,108年公務人員升官等考試、關務人員升官等考試、交通事業郵政人員升資考試、交通事業公路人員升資考試、交通事業港務人員升資考試
交通事業港務人員員級晉高員|交通事業港務人員員級晉高員_技術類(選試航海學)-航港局|714|技術類(選試航海學)-航港局,future_expansion,交通事業港務人員員級晉高員,交通事業港務人員員級晉高員_技術類(選試航海學)-航港局,714,技術類(選試航海學)-航港局,5,7,1,5,5,114,114,114年公務人員升官等考試、114年關務人員升官等考試、114年交通事業郵政人員升資考試、114年交通事業港務人員升資考試
交通事業港務人員員級晉高員|交通事業港務人員員級晉高員_技術類(選試航海學)-航港局|715|技術類(選試航海學)-航港局,future_expansion,交通事業港務人員員級晉高員,交通事業港務人員員級晉高員_技術類(選試航海學)-航港局,715,技術類(選試航海學)-航港局,5,7,1,5,5,108,108,108年公務人員升官等考試、關務人員升官等考試、交通事業郵政人員升資考試、交通事業公路人員升資考試、交通事業港務人員升資考試
交通事業港務人員員級晉高員|交通事業港務人員員級晉高員_技術類(選試航海學)-航港局|716|技術類(選試航海學)-航港局,future_expansion,交通事業港務人員員級晉高員,交通事業港務人員員級晉高員_技術類(選試航海學)-航港局,716,技術類(選試航海學)-航港局,10,15,2,7,6,110,112,112年公務人員升官等考試、112年關務人員升官等考試、112年交通事業鐵路人員升資考試、112年交通事業港務人員升資考試 | 110年公務人員升官等考試、110年關務人員升官等考試、110年交通事業公路人員升資考試、110年交通事業港務人員升資考試
交通事業港務人員員級晉高員|交通事業港務人員員級晉高員_技術類(選試航行安全與氣象)-臺灣港務公司|706|技術類(選試航行安全與氣象)-臺灣港務公司,future_expansion,交通事業港務人員員級晉高員,交通事業港務人員員級晉高員_技術類(選試航行安全與氣象)-臺灣港務公司,706,技術類(選試航行安全與氣象)-臺灣港務公司,5,7,1,5,5,114,114,114年公務人員升官等考試、114年關務人員升官等考試、114年交通事業郵政人員升資考試、114年交通事業港務人員升資考試
交通事業港務人員員級晉高員|交通事業港務人員員級晉高員_技術類(選試航行安全與氣象)-臺灣港務公司|707|技術類(選試航行安全與氣象)-臺灣港務公司,future_expansion,交通事業港務人員員級晉高員,交通事業港務人員員級晉高員_技術類(選試航行安全與氣象)-臺灣港務公司,707,技術類(選試航行安全與氣象)-臺灣港務公司,5,7,1,5,5,108,108,108年公務人員升官等考試、關務人員升官等考試、交通事業郵政人員升資考試、交通事業公路人員升資考試、交通事業港務人員升資考試
交通事業港務人員員級晉高員|交通事業港務人員員級晉高員_技術類(選試輪機工程)-臺灣港務公司|704|技術類(選試輪機工程)-臺灣港務公司,future_expansion,交通事業港務人員員級晉高員,交通事業港務人員員級晉高員_技術類(選試輪機工程)-臺灣港務公司,704,技術類(選試輪機工程)-臺灣港務公司,15,22,3,11,6,106,114,114年公務人員升官等考試、114年關務人員升官等考試、114年交通事業郵政人員升資考試、114年交通事業港務人員升資考試 | 110年公務人員升官等考試、110年關務人員升官等考試、110年交通事業公路人員升資考試、110年交通事業港務人員升資考試 | 106年公務人員升官等考試、106年關務人員升官等考試、106年交通事業鐵路人員、公路人員、港務人員升資考試
交通事業港務人員員級晉高員|交通事業港務人員員級晉高員_技術類(選試輪機工程)-臺灣港務公司|705|技術類(選試輪機工程)-臺灣港務公司,future_expansion,交通事業港務人員員級晉高員,交通事業港務人員員級晉高員_技術類(選試輪機工程)-臺灣港務公司,705,技術類(選試輪機工程)-臺灣港務公司,5,7,1,5,5,108,108,108年公務人員升官等考試、關務人員升官等考試、交通事業郵政人員升資考試、交通事業公路人員升資考試、交通事業港務人員升資考試
交通事業港務人員員級晉高員|交通事業港務人員員級晉高員_技術類(選試輪機工程)-航港局|714|技術類(選試輪機工程)-航港局,future_expansion,交通事業港務人員員級晉高員,交通事業港務人員員級晉高員_技術類(選試輪機工程)-航港局,714,技術類(選試輪機工程)-航港局,5,7,1,5,5,108,108,108年公務人員升官等考試、關務人員升官等考試、交通事業郵政人員升資考試、交通事業公路人員升資考試、交通事業港務人員升資考試
交通事業港務人員員級晉高員|交通事業港務人員員級晉高員_技術類(選試輪機工程)-航港局|715|技術類(選試輪機工程)-航港局,future_expansion,交通事業港務人員員級晉高員,交通事業港務人員員級晉高員_技術類(選試輪機工程)-航港局,715,技術類(選試輪機工程)-航港局,15,22,3,12,6,106,112,112年公務人員升官等考試、112年關務人員升官等考試、112年交通事業鐵路人員升資考試、112年交通事業港務人員升資考試 | 110年公務人員升官等考試、110年關務人員升官等考試、110年交通事業公路人員升資考試、110年交通事業港務人員升資考試 | 106年公務人員升官等考試、106年關務人員升官等考試、106年交通事業鐵路人員、公路人員、港務人員升資考試
交通事業港務人員員級晉高員|交通事業港務人員員級晉高員_技術類(選試輪機管理與安全)-臺灣港務公司|707|技術類(選試輪機管理與安全)-臺灣港務公司,future_expansion,交通事業港務人員員級晉高員,交通事業港務人員員級晉高員_技術類(選試輪機管理與安全)-臺灣港務公司,707,技術類(選試輪機管理與安全)-臺灣港務公司,15,22,3,9,6,110,114,114年公務人員升官等考試、114年關務人員升官等考試、114年交通事業郵政人員升資考試、114年交通事業港務人員升資考試 | 112年公務人員升官等考試、112年關務人員升官等考試、112年交通事業鐵路人員升資考試、112年交通事業港務人員升資考試 | 110年公務人員升官等考試、110年關務人員升官等考試、110年交通事業公路人員升資考試、110年交通事業港務人員升資考試
交通事業港務人員員級晉高員|交通事業港務人員員級晉高員_技術類(選試輪機管理與安全)-臺灣港務公司|708|技術類(選試輪機管理與安全)-臺灣港務公司,future_expansion,交通事業港務人員員級晉高員,交通事業港務人員員級晉高員_技術類(選試輪機管理與安全)-臺灣港務公司,708,技術類(選試輪機管理與安全)-臺灣港務公司,5,7,1,5,5,108,108,108年公務人員升官等考試、關務人員升官等考試、交通事業郵政人員升資考試、交通事業公路人員升資考試、交通事業港務人員升資考試
交通事業港務人員員級晉高員|交通事業港務人員員級晉高員_技術類(選試電機機械)-臺灣港務公司|703|技術類(選試電機機械)-臺灣港務公司,future_expansion,交通事業港務人員員級晉高員,交通事業港務人員員級晉高員_技術類(選試電機機械)-臺灣港務公司,703,技術類(選試電機機械)-臺灣港務公司,10,15,2,8,5,106,110,110年公務人員升官等考試、110年關務人員升官等考試、110年交通事業公路人員升資考試、110年交通事業港務人員升資考試 | 106年公務人員升官等考試、106年關務人員升官等考試、106年交通事業鐵路人員、公路人員、港務人員升資考試
交通事業港務人員員級晉高員|交通事業港務人員員級晉高員_技術類(選試電機機械)-航港局|713|技術類(選試電機機械)-航港局,future_expansion,交通事業港務人員員級晉高員,交通事業港務人員員級晉高員_技術類(選試電機機械)-航港局,713,技術類(選試電機機械)-航港局,20,29,4,14,6,106,112,112年公務人員升官等考試、112年關務人員升官等考試、112年交通事業鐵路人員升資考試、112年交通事業港務人員升資考試 | 110年公務人員升官等考試、110年關務人員升官等考試、110年交通事業公路人員升資考試、110年交通事業港務人員升資考試 | 108年公務人員升官等考試、關務人員升官等考試、交通事業郵政人員升資考試、交通事業公路人員升資考試、交通事業港務人員升資考試
交通事業港務人員員級晉高員|交通事業港務人員員級晉高員_業務類-臺灣港務公司|701|業務類-臺灣港務公司,future_expansion,交通事業港務人員員級晉高員,交通事業港務人員員級晉高員_業務類-臺灣港務公司,701,業務類-臺灣港務公司,25,42,5,13,6,106,114,114年公務人員升官等考試、114年關務人員升官等考試、114年交通事業郵政人員升資考試、114年交通事業港務人員升資考試 | 112年公務人員升官等考試、112年關務人員升官等考試、112年交通事業鐵路人員升資考試、112年交通事業港務人員升資考試 | 110年公務人員升官等考試、110年關務人員升官等考試、110年交通事業公路人員升資考試、110年交通事業港務人員升資考試
交通事業港務人員員級晉高員|交通事業港務人員員級晉高員_業務類-航港局|711|業務類-航港局,future_expansion,交通事業港務人員員級晉高員,交通事業港務人員員級晉高員_業務類-航港局,711,業務類-航港局,25,42,5,13,6,106,114,114年公務人員升官等考試、114年關務人員升官等考試、114年交通事業郵政人員升資考試、114年交通事業港務人員升資考試 | 112年公務人員升官等考試、112年關務人員升官等考試、112年交通事業鐵路人員升資考試、112年交通事業港務人員升資考試 | 110年公務人員升官等考試、110年關務人員升官等考試、110年交通事業公路人員升資考試、110年交通事業港務人員升資考試
交通事業港務人員士級晉佐級|交通事業港務人員士級晉佐級_技術類(選試土木施工法大意)-臺灣港務公司|742|技術類(選試土木施工法大意)-臺灣港務公司,future_expansion,交通事業港務人員士級晉佐級,交通事業港務人員士級晉佐級_技術類(選試土木施工法大意)-臺灣港務公司,742,技術類(選試土木施工法大意)-臺灣港務公司,6,10,2,6,3,106,108,108年公務人員升官等考試、關務人員升官等考試、交通事業郵政人員升資考試、交通事業公路人員升資考試、交通事業港務人員升資考試 | 106年公務人員升官等考試、106年關務人員升官等考試、106年交通事業鐵路人員、公路人員、港務人員升資考試
交通事業港務人員士級晉佐級|交通事業港務人員士級晉佐級_技術類(選試土木施工法大意)-臺灣港務公司|902|技術類(選試土木施工法大意)-臺灣港務公司,future_expansion,交通事業港務人員士級晉佐級,交通事業港務人員士級晉佐級_技術類(選試土木施工法大意)-臺灣港務公司,902,技術類(選試土木施工法大意)-臺灣港務公司,6,10,2,6,4,110,112,112年公務人員升官等考試、112年關務人員升官等考試、112年交通事業鐵路人員升資考試、112年交通事業港務人員升資考試 | 110年公務人員升官等考試、110年關務人員升官等考試、110年交通事業公路人員升資考試、110年交通事業港務人員升資考試
