node_id,node_label,category_name,catalog_rows,pdf_url_documents,distinct_exam_codes,distinct_exam_category_pairs,distinct_subject_names,year_min,year_max,top_exam_level
civil_service_special,公務人員特種考試,移民行政(選試印尼文）,70,155,10,10,11,101,110,移民三等三等考試
civil_service_special,公務人員特種考試,移民行政(選試日文）,70,155,10,10,11,101,110,移民三等三等考試
civil_service_special,公務人員特種考試,移民行政(選試泰文）,70,155,10,10,11,101,110,移民三等三等考試
civil_service_special,公務人員特種考試,移民行政(選試英文）,70,155,10,10,11,101,110,移民三等三等考試
civil_service_special,公務人員特種考試,移民行政(選試越南文）,70,155,10,10,11,101,110,移民三等三等考試
civil_service_special,公務人員特種考試,資訊科學組,109,155,15,19,20,100,114,調查三等考試
civil_service_special,公務人員特種考試,刑事鑑識人員,91,153,13,13,12,101,113,警察人員考試三等考試
civil_service_special,公務人員特種考試,海洋巡護科輪機組,97,149,11,15,18,102,114,海巡三等考試
civil_service_special,公務人員特種考試,資訊組(選試英文),96,149,16,16,12,100,115,國家安全情報人員考試三等考試
civil_service_special,公務人員特種考試,一般行政類科,76,147,5,15,23,112,114,三等
civil_service_special,公務人員特種考試,養殖技術,109,146,11,16,13,101,113,三等
civil_service_special,公務人員特種考試,移民行政(選試俄文）,63,141,9,9,10,101,110,移民三等三等考試
civil_service_special,公務人員特種考試,移民行政(選試葡萄牙文）,63,141,9,9,10,101,110,移民三等三等考試
civil_service_special,公務人員特種考試,電子科學組,99,139,15,17,18,100,114,調查三等考試
civil_service_special,公務人員特種考試,政經組(選試英文),90,138,15,15,12,100,115,國家安全情報人員考試三等考試
civil_service_special,公務人員特種考試,體育行政,93,137,12,12,9,100,111,三等
civil_service_special,公務人員特種考試,電子組(選試英文),78,136,13,13,9,100,115,國家安全情報人員考試三等考試
civil_service_special,公務人員特種考試,輻射安全技術工程,91,135,13,13,9,100,112,關務特考三等考試
civil_service_special,公務人員特種考試,關稅法務,91,135,13,13,8,100,112,關務特考三等考試
civil_service_special,公務人員特種考試,電信工程,91,135,11,14,18,100,113,四等
civil_service_special,公務人員特種考試,檢察事務官偵查實務組,104,134,13,13,13,100,112,司法三等考試
civil_service_special,公務人員特種考試,檢察事務官營繕工程組,104,134,13,13,11,100,112,司法三等考試
civil_service_special,公務人員特種考試,檢察事務官財經實務組,104,134,13,13,11,100,112,司法三等考試
civil_service_special,公務人員特種考試,檢察事務官電子資訊組,104,134,13,13,12,100,112,司法三等考試
civil_service_special,公務人員特種考試,外交領事人員英文組,67,131,10,10,12,100,109,外交領事人員三等考試
civil_service_special,公務人員特種考試,外事警察人員(選試英語),78,130,9,13,17,101,113,警察人員考試三等考試
civil_service_special,公務人員特種考試,養路工程,52,130,13,13,6,100,112,鐵路人員佐級考試
civil_service_special,公務人員特種考試,飛航管制,84,128,14,14,11,100,113,民航人員三等考試
civil_service_special,公務人員特種考試,關稅統計,81,127,9,13,9,100,111,關務特考三等考試
civil_service_special,公務人員特種考試,藥事,84,125,12,12,8,100,112,關務特考三等考試
civil_service_special,公務人員特種考試,化學鑑識組,90,124,15,15,10,100,114,調查三等考試
civil_service_special,公務人員特種考試,法律實務組,90,124,15,15,10,100,114,調查三等考試
civil_service_special,公務人員特種考試,營繕工程組,90,124,15,15,11,100,114,調查三等考試
civil_service_special,公務人員特種考試,監獄官(女),96,124,12,12,15,100,111,司法三等考試
civil_service_special,公務人員特種考試,監獄官(男),96,124,12,12,15,100,111,司法三等考試
civil_service_special,公務人員特種考試,移民行政(選試德文）,56,124,8,8,10,101,108,移民三等三等考試
civil_service_special,公務人員特種考試,移民行政(選試法文）,56,124,8,8,10,101,108,移民三等三等考試
civil_service_special,公務人員特種考試,移民行政(選試西班牙文）,56,124,8,8,10,101,108,移民三等三等考試
civil_service_special,公務人員特種考試,移民行政(選試韓文）,56,124,8,8,10,101,108,移民三等三等考試
civil_service_special,公務人員特種考試,醫學鑑識組,90,124,15,15,10,100,114,調查三等考試
civil_service_special,公務人員特種考試,調查工作組(選試英文),78,123,13,13,12,100,114,調查三等考試
civil_service_special,公務人員特種考試,執行員,78,122,13,13,9,100,112,司法四等考試
civil_service_special,公務人員特種考試,情報組(選試英文),78,122,13,13,13,103,115,國家安全情報人員考試三等考試
civil_service_special,公務人員特種考試,外交行政人員行政組,60,121,10,10,7,103,112,外交行政人員四等考試
civil_service_special,公務人員特種考試,國際組(選試英文),78,120,13,13,11,100,115,國家安全情報人員考試三等考試
civil_service_special,公務人員特種考試,監所管理員(女),72,120,12,12,8,100,111,司法四等考試
civil_service_special,公務人員特種考試,監所管理員(男),72,120,12,12,8,100,111,司法四等考試
civil_service_special,公務人員特種考試,觀光行政(選試觀光英語),93,120,12,12,11,100,113,三等
civil_service_special,公務人員特種考試,航務管理,78,119,13,13,11,100,113,民航人員三等考試
civil_service_special,公務人員特種考試,司法官及律師,48,114,12,12,4,103,114,司法官特考三等考試
civil_service_special,公務人員特種考試,海巡行政,73,114,11,11,15,100,112,海巡三等考試
civil_service_special,公務人員特種考試,輪機工程,64,114,11,13,13,101,115,關務人員考試關務五等
civil_service_special,公務人員特種考試,公職獸醫師,77,113,16,16,9,100,113,三等
civil_service_special,公務人員特種考試,客家事務行政,65,113,7,10,13,100,113,四等
civil_service_special,公務人員特種考試,財稅行政類科,56,113,4,11,20,112,114,三等
civil_service_special,公務人員特種考試,工業工程,86,112,11,11,9,100,113,三等
civil_service_special,公務人員特種考試,外交領事人員俄文組,54,111,8,8,15,102,113,外交領事人員三等考試
civil_service_special,公務人員特種考試,公職社會工作師,64,110,13,14,6,100,113,三等
civil_service_special,公務人員特種考試,外交領事人員葡萄牙文組,54,110,8,8,15,102,113,外交領事人員三等考試
civil_service_special,公務人員特種考試,外交領事人員韓文組,54,110,8,8,14,102,113,外交領事人員三等考試
civil_service_special,公務人員特種考試,金融保險,65,108,8,10,12,101,113,身心障礙人員考試身障三等
civil_service_special,公務人員特種考試,行政警察人員類別,52,107,2,8,22,114,115,警察人員考試三等考試
civil_service_special,公務人員特種考試,工業安全,80,104,8,11,12,100,108,三等
civil_service_special,公務人員特種考試,圖書資訊管理(選試英文),80,103,10,10,9,100,111,三等
civil_service_special,公務人員特種考試,行政執行官,80,103,10,10,13,100,112,司法三等考試
civil_service_special,公務人員特種考試,公證人,80,102,10,10,11,100,112,司法三等考試
civil_service_special,公務人員特種考試,場站調車,40,99,10,10,7,103,112,鐵路人員佐級考試
civil_service_special,公務人員特種考試,畜牧技術,74,99,8,10,15,100,108,三等
civil_service_special,公務人員特種考試,外交領事人員土耳其文組,48,98,7,7,9,104,113,外交領事人員三等考試
civil_service_special,公務人員特種考試,家政,73,97,9,11,13,100,112,原住民族三等考試
civil_service_special,公務人員特種考試,經建行政類科,61,96,4,12,20,112,114,三等
civil_service_special,公務人員特種考試,觀護人（選試少年事件處理法）,72,94,9,9,10,102,112,司法三等考試
civil_service_special,公務人員特種考試,一般民政類科,46,93,4,9,21,112,114,三等
civil_service_special,公務人員特種考試,人事行政類科,51,93,4,9,22,112,114,三等
civil_service_special,公務人員特種考試,數理組(選試英文),60,93,10,10,9,100,115,國安三等三等考試
civil_service_special,公務人員特種考試,觀護人（選試社會工作概論）,72,93,9,9,9,102,112,司法三等考試
civil_service_special,公務人員特種考試,外交領事人員義大利文組,47,92,7,7,15,100,113,外交領事人員三等考試
civil_service_special,公務人員特種考試,會計類科,45,91,4,8,22,112,114,三等
civil_service_special,公務人員特種考試,交通警察人員,42,88,7,7,12,107,113,警察人員考試四等考試
civil_service_special,公務人員特種考試,社會行政類科,50,86,5,9,22,112,114,三等
civil_service_special,公務人員特種考試,交通警察人員電訊組,49,85,7,7,11,101,111,警察人員考試三等考試
civil_service_special,公務人員特種考試,外交行政人員資訊組,42,85,7,7,6,103,109,外交行政人員四等考試
civil_service_special,公務人員特種考試,消防警察人員類別,50,84,2,8,20,114,115,警察人員考試三等考試
civil_service_special,公務人員特種考試,調查工作組(選試西班牙文),60,84,10,10,10,103,114,調查三等考試
civil_service_special,公務人員特種考試,公職建築師,57,83,12,12,6,100,113,三等
civil_service_special,公務人員特種考試,調查工作組(選試韓文),60,83,10,10,12,100,114,調查三等考試
civil_service_special,公務人員特種考試,勞工行政類科,50,82,4,9,20,112,114,三等
civil_service_special,公務人員特種考試,司法事務官法律事務組,64,82,8,8,11,105,112,司法三等考試
civil_service_special,公務人員特種考試,航空通信,54,82,9,9,11,100,113,民航人員三等考試
civil_service_special,公務人員特種考試,財經政風,48,82,4,7,17,100,102,員級考試
civil_service_special,公務人員特種考試,食品衛生檢驗,62,81,9,9,14,100,113,三等
civil_service_special,公務人員特種考試,財稅行政(南區錄取分發區),36,78,3,6,10,104,108,稅務人員三等考試
civil_service_special,公務人員特種考試,財稅行政(臺北錄取分發區),36,78,3,6,10,104,108,稅務人員三等考試
civil_service_special,公務人員特種考試,教育行政類科,50,76,4,9,22,112,114,地方政府公務人員三等
civil_service_special,公務人員特種考試,衛生檢驗,58,76,7,8,12,101,108,三等
civil_service_special,公務人員特種考試,廉政,33,75,9,9,9,101,115,五等
civil_service_special,公務人員特種考試,調查工作組(選試阿拉伯文),54,74,9,9,12,101,114,調查三等考試
civil_service_special,公務人員特種考試,國際經濟商務人員英文組,53,73,9,9,9,100,113,國際經濟商務人員三等考試
civil_service_special,公務人員特種考試,外事警察人員（選試英語）,42,73,4,7,14,106,109,警察三等考試
civil_service_special,公務人員特種考試,公職法醫師,50,72,10,10,8,100,112,司法三等考試
civil_service_special,公務人員特種考試,電腦打字,42,72,14,14,5,100,115,身心障礙人員考試身障五等
civil_service_special,公務人員特種考試,職業安全衛生,53,71,4,8,18,109,113,三等
civil_service_special,公務人員特種考試,刑事警察人員數位鑑識組,60,70,10,10,11,100,110,一般警察二等考試
civil_service_special,公務人員特種考試,法警(女),42,70,7,7,8,105,111,司法四等考試
civil_service_special,公務人員特種考試,法警(男),42,70,7,7,8,105,111,司法四等考試
civil_service_special,公務人員特種考試,財稅行政(中區錄取分發區),31,68,3,5,10,104,108,稅務人員三等考試
civil_service_special,公務人員特種考試,土木工程類科,52,67,4,9,28,112,114,地方政府公務人員三等
civil_service_special,公務人員特種考試,法律政風,44,67,4,6,15,100,101,高員三級
civil_service_special,公務人員特種考試,海洋巡護科航海組,45,67,4,7,13,106,114,海巡三等考試
civil_service_special,公務人員特種考試,調查工作組(選試日文),48,67,8,8,12,100,114,調查三等考試
civil_service_special,公務人員特種考試,調查工作組(選試法文),48,67,8,8,10,103,114,調查三等考試
civil_service_special,公務人員特種考試,財稅行政(北區錄取分發區),31,67,3,5,10,104,108,稅務人員三等考試
civil_service_special,公務人員特種考試,調查工作組(選試德文),48,66,8,8,12,101,114,調查三等考試
civil_service_special,公務人員特種考試,國際組(選試日文),48,65,8,8,12,100,112,國家安全情報人員考試三等考試
civil_service_special,公務人員特種考試,國際經濟商務人員西班牙文組,48,64,8,8,11,100,112,國際經濟商務人員三等考試
civil_service_special,公務人員特種考試,行政組,28,64,7,7,5,100,114,國家安全情報人員考試五等考試
civil_service_special,公務人員特種考試,資訊組,28,63,7,7,5,100,114,國家安全情報人員考試五等考試
civil_service_special,公務人員特種考試,地政類科,44,62,3,8,24,112,114,三等
civil_service_special,公務人員特種考試,心理測驗員,48,62,6,6,9,101,110,司法三等考試
civil_service_special,公務人員特種考試,適航檢查,42,61,6,6,10,108,113,民航人員考試三等考試
civil_service_special,公務人員特種考試,外交領事人員國際法組,41,60,6,6,10,108,113,外交領事人員三等考試
civil_service_special,公務人員特種考試,外交領事人員越南文組,28,60,4,4,8,106,109,外交領事人員三等考試
civil_service_special,公務人員特種考試,戶政類科,33,60,3,6,17,112,114,三等
civil_service_special,公務人員特種考試,外交領事人員印尼文組,28,59,4,4,8,106,109,外交領事人員三等考試
civil_service_special,公務人員特種考試,調查工作組,39,58,8,8,10,101,109,調查四等四等考試
civil_service_special,公務人員特種考試,動物技術,39,57,3,6,14,109,113,三等
civil_service_special,公務人員特種考試,天文,42,57,4,6,12,102,108,三等
civil_service_special,公務人員特種考試,外交領事人員英文組一,27,56,4,4,10,110,113,外交人員考試三等考試
civil_service_special,公務人員特種考試,飛航諮詢,36,55,6,6,9,100,113,民航人員三等考試
civil_service_special,公務人員特種考試,電子工程類科,35,54,3,6,18,112,114,三等
civil_service_special,公務人員特種考試,家事調查官,40,53,5,5,8,102,107,司法三等三等考試
civil_service_special,公務人員特種考試,一般行政(轉任退輔會),40,52,7,14,5,106,112,國軍上校以上軍官轉任少將轉任
civil_service_special,公務人員特種考試,工業行政,40,52,5,5,8,100,105,三等
civil_service_special,公務人員特種考試,心理輔導員,40,52,5,5,10,101,112,司法三等考試
civil_service_special,公務人員特種考試,法律廉政類科,31,52,3,5,17,112,114,三等
civil_service_special,公務人員特種考試,財稅行政(臺灣省北區),24,52,2,4,10,100,102,稅務特考三等考試
civil_service_special,公務人員特種考試,財稅行政(臺灣省南區),24,52,2,4,10,100,102,稅務特考三等考試
civil_service_special,公務人員特種考試,財稅行政(高雄市),24,52,2,4,10,100,102,稅務特考三等考試
civil_service_special,公務人員特種考試,原住民族行政類科,30,51,3,5,15,112,114,三等
civil_service_special,公務人員特種考試,外交領事人員英文組二,27,51,4,4,10,110,113,外交人員考試三等考試
civil_service_special,公務人員特種考試,機械工程類科,39,51,4,7,17,112,114,三等
civil_service_special,公務人員特種考試,衛生行政類科,37,51,4,6,18,112,114,三等
civil_service_special,公務人員特種考試,飛航檢查,35,51,5,5,9,108,113,民航人員三等考試
civil_service_special,公務人員特種考試,交通行政類科,39,50,3,7,16,112,114,三等
civil_service_special,公務人員特種考試,土木工程(一般錄取分發區),37,50,5,6,12,100,105,四等考試
civil_service_special,公務人員特種考試,衛生技術類科,39,50,3,7,15,112,114,三等
civil_service_special,公務人員特種考試,觀光行政,36,50,6,6,7,100,106,四等
civil_service_special,公務人員特種考試,司法官及律師（選試勞動社會法）,49,49,7,7,7,108,114,三等考試
civil_service_special,公務人員特種考試,司法官及律師（選試智慧財產法）,49,49,7,7,7,108,114,三等考試
civil_service_special,公務人員特種考試,司法官及律師（選試海商法與海洋法）,49,49,7,7,7,108,114,三等考試
civil_service_special,公務人員特種考試,司法官及律師（選試財稅法）,49,49,7,7,7,108,114,三等考試
civil_service_special,公務人員特種考試,國際經濟商務人員德文組,36,48,6,6,11,100,112,國際經濟商務人員考試三等考試
civil_service_special,公務人員特種考試,國際經濟商務人員日文組,36,48,6,6,9,101,111,國際經濟商務人員三等考試
civil_service_special,公務人員特種考試,新聞(選試日文),37,48,4,5,14,104,113,三等
civil_service_special,公務人員特種考試,資訊處理類科,34,47,3,6,14,112,114,三等
civil_service_special,公務人員特種考試,農業技術類科,36,47,4,6,15,112,114,三等
civil_service_special,公務人員特種考試,農業行政類科,32,47,3,5,14,112,114,三等
civil_service_special,公務人員特種考試,鑑識人員,35,47,5,5,8,100,112,司法三等三等考試
civil_service_special,公務人員特種考試,新聞(選試英文)類科,36,46,2,6,15,112,114,三等
civil_service_special,公務人員特種考試,林業技術類科,35,46,4,6,17,112,114,三等
civil_service_special,公務人員特種考試,外事警察人員(選試日語),30,45,3,5,14,101,105,特種考試警察人員考試三等考試
civil_service_special,公務人員特種考試,國際經濟商務人員國際經貿法律組,30,44,5,5,15,100,112,國際經濟商務人員考試三等考試
civil_service_special,公務人員特種考試,犯罪防治人員類別預防組,28,44,2,4,13,114,115,警察人員考試三等考試
civil_service_special,公務人員特種考試,環保行政類科,34,44,2,6,13,112,114,三等
civil_service_special,公務人員特種考試,行政管理人員類別,28,44,2,4,13,114,115,警察人員考試三等考試
civil_service_special,公務人員特種考試,警察法制人員類別,28,44,2,4,13,114,115,警察人員考試三等考試
civil_service_special,公務人員特種考試,刑事警察人員犯罪分析組,36,42,6,6,11,100,108,一般警察二等考試
civil_service_special,公務人員特種考試,刑事警察人員電子監察組,36,42,6,6,7,100,105,一般警察二等考試
civil_service_special,公務人員特種考試,國際組(選試西班牙文),30,42,5,5,9,101,108,國安三等三等考試
civil_service_special,公務人員特種考試,水上警察人員類別航海組,24,42,2,4,10,114,115,警察人員考試四等考試
civil_service_special,公務人員特種考試,水上警察人員類別輪機組,24,42,2,4,11,114,115,警察人員考試四等考試
civil_service_special,公務人員特種考試,調查工作組(選試俄文),30,42,5,5,10,108,114,調查三等考試
civil_service_special,公務人員特種考試,警察資訊管理人員類別,28,42,2,4,13,114,115,警察人員考試三等考試
civil_service_special,公務人員特種考試,財稅行政(臺北市),19,42,2,3,10,100,102,稅務特考三等考試
civil_service_special,公務人員特種考試,財稅行政(臺灣省中區),19,42,2,3,10,100,102,稅務特考三等考試
civil_service_special,公務人員特種考試,財稅行政(高雄錄取分發區),19,42,2,3,10,104,106,稅務人員三等考試
civil_service_special,公務人員特種考試,博物館管理(選試英文),32,41,4,4,9,101,108,三等
civil_service_special,公務人員特種考試,司法事務官財經事務組,32,41,4,4,12,108,112,司法三等考試
civil_service_special,公務人員特種考試,水利工程類科,31,40,3,5,16,112,114,三等
civil_service_special,公務人員特種考試,測量製圖類科,30,40,3,5,21,112,114,三等
civil_service_special,公務人員特種考試,文化行政類科,30,39,2,5,14,112,114,三等
civil_service_special,公務人員特種考試,建築工程類科,29,38,2,5,15,112,114,三等
civil_service_special,公務人員特種考試,海洋資源,30,38,4,4,12,100,107,三等
civil_service_special,公務人員特種考試,資訊處理(選試英文),23,38,2,4,9,113,115,關務人員考試關務三等
civil_service_special,公務人員特種考試,移民行政類科,23,37,2,4,16,114,115,移民行政人員考試二等考試
civil_service_special,公務人員特種考試,電子組,16,37,4,4,5,100,112,國家安全情報人員考試五等考試
civil_service_special,公務人員特種考試,一般行政(退輔會),27,36,4,9,5,100,105,少將轉任
civil_service_special,公務人員特種考試,化學工程(選試英文),23,36,2,4,9,113,115,關務人員考試關務三等
civil_service_special,公務人員特種考試,外交行政人員,24,36,4,4,8,101,112,原住民族考試四等考試
civil_service_special,公務人員特種考試,機械工程(選試英文),23,36,2,4,9,113,115,關務人員考試關務三等
civil_service_special,公務人員特種考試,紡織工程(選試英文),23,36,2,4,9,113,115,關務人員考試關務三等
civil_service_special,公務人員特種考試,電機工程(選試英文),23,36,2,4,9,113,115,關務人員考試關務三等
civil_service_special,公務人員特種考試,動物技術類科,25,35,2,4,13,112,114,三等
civil_service_special,公務人員特種考試,社會工作類科,23,35,4,4,15,112,114,原住民族考試三等考試
civil_service_special,公務人員特種考試,社會組,16,35,4,4,5,100,114,國家安全情報人員考試五等考試
civil_service_special,公務人員特種考試,車輛調度,12,35,3,3,4,100,102,佐級考試
civil_service_special,公務人員特種考試,電力工程類科,26,35,2,4,12,112,114,三等
civil_service_special,公務人員特種考試,交通技術類科,26,34,2,4,13,112,114,三等
civil_service_special,公務人員特種考試,化學工程類科,25,34,2,4,16,112,114,三等
civil_service_special,公務人員特種考試,土木工程(蘭嶼錄取分發區),25,34,3,4,12,100,103,四等考試
civil_service_special,公務人員特種考試,財稅法務(臺北錄取分發區),21,34,3,3,7,104,108,稅務人員三等考試
civil_service_special,公務人員特種考試,財經廉政類科,19,34,2,3,12,112,114,三等
civil_service_special,公務人員特種考試,國際組(選試法文),24,33,4,4,9,100,107,國安三等三等考試
civil_service_special,公務人員特種考試,國際組(選試韓文),24,33,4,4,9,102,107,國安三等三等考試
civil_service_special,公務人員特種考試,客家事務行政類科,19,33,2,3,12,112,114,三等
civil_service_special,公務人員特種考試,景觀類科,25,33,2,4,12,112,114,三等
civil_service_special,公務人員特種考試,水土保持工程類科,25,33,2,4,16,112,114,三等
civil_service_special,公務人員特種考試,環保技術類科,25,33,2,4,12,112,114,三等
civil_service_special,公務人員特種考試,環境工程類科,25,33,2,4,15,112,114,三等
civil_service_special,公務人員特種考試,職業安全衛生類科,25,33,2,4,14,112,114,三等
civil_service_special,公務人員特種考試,調查工作組(選試土耳其文),24,33,4,4,7,102,114,調查三等考試
civil_service_special,公務人員特種考試,都市計畫技術類科,25,33,2,4,17,112,114,三等
civil_service_special,公務人員特種考試,養殖技術類科,25,33,2,4,12,112,114,三等
civil_service_special,公務人員特種考試,國際經濟商務人員法文組,24,32,4,4,8,100,109,國際經濟商務人員三等考試
civil_service_special,公務人員特種考試,國際經濟商務人員阿拉伯文組,24,32,4,4,8,100,109,國際經濟商務人員三等考試
civil_service_special,公務人員特種考試,法警類科,17,32,3,3,9,113,114,司法四等考試
civil_service_special,公務人員特種考試,移民行政(選試印尼文),14,32,2,2,8,111,113,移民行政人員考試三等考試
civil_service_special,公務人員特種考試,移民行政(選試日文),14,32,2,2,8,111,113,移民行政人員考試三等考試
civil_service_special,公務人員特種考試,移民行政(選試泰文),14,32,2,2,8,111,113,移民行政人員考試三等考試
civil_service_special,公務人員特種考試,移民行政(選試英文),14,32,2,2,8,111,113,移民行政人員考試三等考試
civil_service_special,公務人員特種考試,移民行政(選試越南文),14,32,2,2,8,111,113,移民行政人員考試三等考試
civil_service_special,公務人員特種考試,警察特考_行政警察人員,13,32,1,2,11,100,100,三等考試
civil_service_special,公務人員特種考試,圖書資訊管理類科,22,31,3,4,11,112,114,地方政府公務人員三等
civil_service_special,公務人員特種考試,錄事類科,15,31,4,4,5,113,114,原住民族考試五等考試
civil_service_special,公務人員特種考試,刑事警察人員類別,14,30,2,2,7,114,115,警察人員考試三等考試
civil_service_special,公務人員特種考試,統計類科,19,28,2,3,12,112,114,三等
civil_service_special,公務人員特種考試,監所管理員（女）類科,12,27,2,2,6,113,114,司法四等考試
civil_service_special,公務人員特種考試,監所管理員（男）類科,12,27,2,2,6,113,114,司法四等考試
civil_service_special,公務人員特種考試,社會組(選試英文),18,27,3,3,7,100,102,國安情報人員三等考試
civil_service_special,公務人員特種考試,人事行政(轉任退輔會),20,26,7,7,4,106,112,國軍上校以上軍官轉任上校轉任
civil_service_special,公務人員特種考試,環境檢驗類科,20,26,2,3,12,112,114,三等
civil_service_special,公務人員特種考試,社會行政(轉任退輔會),20,26,7,7,4,106,112,國軍上校以上軍官轉任上校轉任
civil_service_special,公務人員特種考試,關稅會計(選試英文),16,26,2,3,8,113,115,關務人員考試關務四等
civil_service_special,公務人員特種考試,關稅統計(選試英文),16,26,2,3,8,113,115,關務人員考試關務四等
civil_service_special,公務人員特種考試,電信工程類科,18,26,2,3,11,112,114,地方政府公務人員三等
civil_service_special,公務人員特種考試,一般警察人員_行政警察人員,13,25,1,2,12,100,100,三等考試
civil_service_special,公務人員特種考試,交通警察人員類別,12,25,2,2,6,114,115,警察人員考試四等考試
civil_service_special,公務人員特種考試,植物病蟲害防治,18,25,3,3,6,100,105,四等考試
civil_service_special,公務人員特種考試,法制類科,15,25,2,2,8,112,114,三等
civil_service_special,公務人員特種考試,財稅法務(臺北市),14,25,2,2,7,100,102,稅務特考三等考試
civil_service_special,公務人員特種考試,一般行政(轉任國防部),18,24,5,6,5,106,111,國軍上校以上軍官轉任少將轉任
civil_service_special,公務人員特種考試,交通警察人員類別交通組,14,24,2,2,7,114,115,警察人員考試三等考試
civil_service_special,公務人員特種考試,公共安全人員類別,14,24,2,2,7,114,115,警察人員考試三等考試
civil_service_special,公務人員特種考試,刑事鑑識人員類別,14,24,2,2,7,114,115,警察人員考試三等考試
civil_service_special,公務人員特種考試,國境警察人員類別,14,24,2,2,7,114,115,警察人員考試三等考試
civil_service_special,公務人員特種考試,國際經濟商務人員俄文組,18,24,3,3,7,100,103,國際經濟商務人員三等考試
civil_service_special,公務人員特種考試,新聞廣播,18,24,3,3,7,100,102,四等考試
civil_service_special,公務人員特種考試,保育人員,17,23,3,3,8,100,103,四等考試
civil_service_special,公務人員特種考試,執行員類科,12,23,2,2,6,113,114,司法四等考試
civil_service_special,公務人員特種考試,執達員類科,12,23,2,2,6,113,114,司法四等考試
civil_service_special,公務人員特種考試,庭務員類科,11,23,3,3,5,113,114,司法五等考試
civil_service_special,公務人員特種考試,水上警察人員類別,14,23,2,2,7,114,115,警察人員考試三等考試
civil_service_special,公務人員特種考試,法院書記官類科,12,23,2,2,6,113,114,司法四等考試
civil_service_special,公務人員特種考試,漁業技術類科,17,23,2,3,12,112,114,地方政府公務人員三等
civil_service_special,公務人員特種考試,財稅法務(中區錄取分發區),14,23,2,2,7,106,108,稅務人員三等考試
civil_service_special,公務人員特種考試,司法行政,12,22,2,2,6,113,114,高考三級
civil_service_special,公務人員特種考試,園藝類科,17,22,3,3,11,112,115,地方政府公務人員三等
civil_service_special,公務人員特種考試,外事警察人員(選試英語)類別,12,22,2,2,6,114,115,警察人員考試三等考試
civil_service_special,公務人員特種考試,警察特考_消防警察人員,13,22,1,2,11,100,100,三等考試
civil_service_special,公務人員特種考試,司法事務官營繕工程事務組,16,21,2,2,8,108,109,司法三等考試
civil_service_special,公務人員特種考試,司法行政(兩岸組),18,21,3,3,6,101,107,高考二級
civil_service_special,公務人員特種考試,體育行政類科,14,21,2,2,10,112,114,三等
civil_service_special,公務人員特種考試,一般化工,16,20,2,2,8,101,102,專利商標審查人員三等考試
civil_service_special,公務人員特種考試,一般行政(國防部),15,20,3,5,5,103,105,國軍轉任考試少將轉任
civil_service_special,公務人員特種考試,公證人類科,16,20,2,2,8,113,114,司法三等考試
civil_service_special,公務人員特種考試,史料編纂,16,20,2,2,8,103,104,三等
civil_service_special,公務人員特種考試,司法事務官類科法律事務組,16,20,2,2,8,113,114,司法三等考試
civil_service_special,公務人員特種考試,家事調查官類科,16,20,2,2,8,113,114,司法三等考試
civil_service_special,公務人員特種考試,廉政(轉任退輔會),15,20,5,5,4,106,111,國軍上校以上軍官轉任上校轉任
civil_service_special,公務人員特種考試,心理測驗員類科,16,20,2,2,8,113,114,司法三等考試
civil_service_special,公務人員特種考試,心理輔導員類科,16,20,2,2,8,113,114,司法三等考試
civil_service_special,公務人員特種考試,檢察事務官類科偵查實務組,16,20,2,2,8,113,114,司法三等考試
civil_service_special,公務人員特種考試,檢察事務官類科營繕工程組,16,20,2,2,8,113,114,司法三等考試
civil_service_special,公務人員特種考試,檢察事務官類科財經實務組,16,20,2,2,8,113,114,司法三等考試
civil_service_special,公務人員特種考試,檢察事務官類科電子資訊組,16,20,2,2,8,113,114,司法三等考試
civil_service_special,公務人員特種考試,海巡行政科,14,20,2,2,8,113,114,海巡三等考試
civil_service_special,公務人員特種考試,監獄官（女）類科,16,20,2,2,8,113,114,司法三等考試
civil_service_special,公務人員特種考試,監獄官（男）類科,16,20,2,2,8,113,114,司法三等考試
civil_service_special,公務人員特種考試,行政執行官類科,16,20,2,2,8,113,114,司法三等考試
civil_service_special,公務人員特種考試,觀護人,16,20,2,2,8,100,101,司法人員特考三等考試
civil_service_special,公務人員特種考試,觀護人（選試少年事件處理法）類科,16,20,2,2,8,113,114,司法三等考試
civil_service_special,公務人員特種考試,觀護人（選試社會工作概論）類科,16,20,2,2,8,113,114,司法三等考試
civil_service_special,公務人員特種考試,資訊工程,16,20,2,2,8,101,102,專利商標審查人員三等考試
civil_service_special,公務人員特種考試,一般行政(選試英文),10,19,2,2,5,113,115,關務人員考試關務四等
civil_service_special,公務人員特種考試,藥事(選試英文),13,19,2,2,7,113,115,關務人員考試關務三等
civil_service_special,公務人員特種考試,財稅行政(選試英文),13,19,2,2,7,113,115,關務人員考試關務三等
civil_service_special,公務人員特種考試,資訊處理(選試英文)科別,12,19,1,2,9,114,114,關務人員考試關務三等
civil_service_special,公務人員特種考試,輻射安全技術工程(選試英文),13,19,2,2,7,113,115,關務人員考試關務三等
civil_service_special,公務人員特種考試,關稅法務(選試日文),13,19,2,2,7,113,115,關務人員考試關務三等
civil_service_special,公務人員特種考試,關稅法務(選試英文),13,19,2,2,7,113,115,關務人員考試關務三等
civil_service_special,公務人員特種考試,一般行政(選試日文),10,18,2,2,5,113,115,關務人員考試關務四等
