node_id,node_label,category_name,subject_name,catalog_rows,pdf_url_documents,distinct_exam_codes,year_min,year_max
civil_service_special,公務人員特種考試,公職法醫師,法學知識與英文(包括中華民國憲法、法學緒論、英文),1,2,1,111,111
civil_service_special,公務人員特種考試,公職法醫師類科,刑事訴訟法,2,2,2,113,114
civil_service_special,公務人員特種考試,公職法醫師類科,國文（作文與測驗）,2,4,2,113,114
civil_service_special,公務人員特種考試,公職法醫師類科,基礎醫學與內外科學概論,2,2,2,113,114
civil_service_special,公務人員特種考試,公職法醫師類科,法學知識與英文（包括中華民國憲法、法學緒論、英文）,2,4,2,113,114
civil_service_special,公務人員特種考試,公職法醫師類科,法醫學（包括理論與實務）,2,2,2,113,114
civil_service_special,公務人員特種考試,公職獸醫師,獸醫傳染病與公共衛生學,16,16,16,100,113
civil_service_special,公務人員特種考試,公職獸醫師,國文（作文、公文與測驗）,15,30,15,100,111
civil_service_special,公務人員特種考試,公職獸醫師,法學知識與英文（包括中華民國憲法、法學緒論、英文）,12,28,12,100,111
civil_service_special,公務人員特種考試,公職獸醫師,動物保護與防檢疫法規,10,10,10,102,111
civil_service_special,公務人員特種考試,公職獸醫師,獸醫病理學與獸醫實驗診斷學,10,10,10,102,111
civil_service_special,公務人員特種考試,公職獸醫師,獸醫實驗診斷學,5,5,5,100,104
civil_service_special,公務人員特種考試,公職獸醫師,獸醫病理學,5,5,5,100,104
civil_service_special,公務人員特種考試,公職獸醫師,法學知識與英文(包括中華民國憲法、原住民族行政及法規、英文),3,8,3,100,104
civil_service_special,公務人員特種考試,公職獸醫師,行政法、獸醫行政法規與獸醫病理學,1,1,1,113,113
civil_service_special,公務人員特種考試,公職獸醫師類科,獸醫傳染病與公共衛生學,2,2,2,112,114
civil_service_special,公務人員特種考試,公職獸醫師類科,行政法、獸醫行政法規與獸醫病理學,2,2,2,112,114
civil_service_special,公務人員特種考試,公職社會工作師,社會工作實務,14,14,13,100,113
civil_service_special,公務人員特種考試,公職社會工作師,國文（作文、公文與測驗）,12,24,12,100,111
civil_service_special,公務人員特種考試,公職社會工作師,法學知識與英文（包括中華民國憲法、法學緒論、英文）,12,28,12,100,111
civil_service_special,公務人員特種考試,公職社會工作師,社會福利政策與法規,12,12,12,100,111
civil_service_special,公務人員特種考試,公職社會工作師,行政法,12,30,12,100,111
civil_service_special,公務人員特種考試,公職社會工作師,行政法、社會福利政策與法規,2,2,1,113,113
civil_service_special,公務人員特種考試,公職社會工作師類科,社會工作實務,3,3,2,112,114
civil_service_special,公務人員特種考試,公職社會工作師類科,行政法、社會福利政策與法規,3,3,2,112,114
civil_service_special,公務人員特種考試,公職語言治療師,國文（作文、公文與測驗）,1,2,1,100,100
civil_service_special,公務人員特種考試,公職語言治療師,法學知識與英文（包括中華民國憲法、法學緒論、英文）,1,2,1,100,100
civil_service_special,公務人員特種考試,公職語言治療師,聽語解剖與生理學,1,1,1,100,100
civil_service_special,公務人員特種考試,公職語言治療師,衛生行政與法規,1,1,1,100,100
civil_service_special,公務人員特種考試,公職語言治療師,語言障礙評估與治療,1,1,1,100,100
civil_service_special,公務人員特種考試,公證人,公證法與非訟事件法,10,10,10,100,112
civil_service_special,公務人員特種考試,公證人,商事法,10,10,10,100,112
civil_service_special,公務人員特種考試,公證人,強制執行法與國際私法,10,10,10,100,112
civil_service_special,公務人員特種考試,公證人,民事訴訟法,10,10,10,100,112
civil_service_special,公務人員特種考試,公證人,民法,10,10,10,100,112
civil_service_special,公務人員特種考試,公證人,英文,10,10,10,100,112
civil_service_special,公務人員特種考試,公證人,法學知識與英文（包括中華民國憲法、法學緒論、英文）,9,20,9,100,112
civil_service_special,公務人員特種考試,公證人,國文（作文、公文與測驗）,8,16,8,100,110
civil_service_special,公務人員特種考試,公證人,國文(作文、公文與測驗),1,2,1,111,111
civil_service_special,公務人員特種考試,公證人,國文（作文與測驗）,1,2,1,112,112
civil_service_special,公務人員特種考試,公證人,法學知識與英文(包括中華民國憲法、法學緒論、英文),1,2,1,111,111
civil_service_special,公務人員特種考試,公證人類科,公證法與非訟事件法,2,2,2,113,114
civil_service_special,公務人員特種考試,公證人類科,商事法,2,2,2,113,114
civil_service_special,公務人員特種考試,公證人類科,國文（作文與測驗）,2,4,2,113,114
civil_service_special,公務人員特種考試,公證人類科,強制執行法與國際私法,2,2,2,113,114
civil_service_special,公務人員特種考試,公證人類科,民事訴訟法,2,2,2,113,114
civil_service_special,公務人員特種考試,公證人類科,民法,2,2,2,113,114
civil_service_special,公務人員特種考試,公證人類科,法學知識與英文（包括中華民國憲法、法學緒論、英文）,2,4,2,113,114
civil_service_special,公務人員特種考試,公證人類科,英文,2,2,2,113,114
civil_service_special,公務人員特種考試,刑事警察人員,中華民國憲法與警察專業英文,13,30,13,101,113
civil_service_special,公務人員特種考試,刑事警察人員,偵查法學,13,13,13,101,113
civil_service_special,公務人員特種考試,刑事警察人員,刑案現場處理與刑事鑑識,13,29,13,101,113
civil_service_special,公務人員特種考試,刑事警察人員,犯罪偵查學,13,27,13,101,113
civil_service_special,公務人員特種考試,刑事警察人員,警察情境實務(包括警察法規、實務操作標準作業程序、人權保障與正當法律程序),11,27,11,101,113
civil_service_special,公務人員特種考試,刑事警察人員,警察法規(包括警察法、行政執行法、社會秩序維護法、警械使用條例、集會遊行法、警察職權行使法、公務人員行政中立法),11,27,11,101,113
civil_service_special,公務人員特種考試,刑事警察人員,國文（作文、公文與測驗）,9,18,9,101,111
civil_service_special,公務人員特種考試,刑事警察人員,國文(作文與測驗),2,4,2,112,113
civil_service_special,公務人員特種考試,刑事警察人員,國文,1,2,1,102,102
civil_service_special,公務人員特種考試,刑事警察人員,國文(作文、公文與測驗),1,2,1,110,110
civil_service_special,公務人員特種考試,刑事警察人員,警察情境實務,1,2,1,102,102
civil_service_special,公務人員特種考試,刑事警察人員,警察情境實務（包括警察法規、實務操作標準作業程序、人權保障與正當法律程序）,1,3,1,106,106
civil_service_special,公務人員特種考試,刑事警察人員,警察法規,1,2,1,102,102
civil_service_special,公務人員特種考試,刑事警察人員,警察法規（包括警察法、行政執行法、社會秩序維護法、警械使用條例、集會遊行法、警察職權行使法、公務人員行政中立法）,1,2,1,106,106
civil_service_special,公務人員特種考試,刑事警察人員數位鑑識組,憲法與英文,10,10,10,100,110
civil_service_special,公務人員特種考試,刑事警察人員數位鑑識組,資料庫管理與運用,10,10,10,100,110
civil_service_special,公務人員特種考試,刑事警察人員數位鑑識組,網路與資訊安全(包括資訊安全技術與應用、資安事件處理),9,9,9,100,110
civil_service_special,公務人員特種考試,刑事警察人員數位鑑識組,計算機系統(包括計算機結構、作業系統),9,9,9,100,110
civil_service_special,公務人員特種考試,刑事警察人員數位鑑識組,電腦通訊(包括無線網路),9,9,9,100,110
civil_service_special,公務人員特種考試,刑事警察人員數位鑑識組,國文（作文、公文與測驗）,8,16,8,100,109
civil_service_special,公務人員特種考試,刑事警察人員數位鑑識組,國文,1,2,1,102,102
civil_service_special,公務人員特種考試,刑事警察人員數位鑑識組,國文(作文、公文與測驗),1,2,1,110,110
civil_service_special,公務人員特種考試,刑事警察人員數位鑑識組,網路與資訊安全（包括資訊安全技術與應用、資安事件處理）,1,1,1,106,106
civil_service_special,公務人員特種考試,刑事警察人員數位鑑識組,計算機系統（包括計算機結構、作業系統）,1,1,1,106,106
civil_service_special,公務人員特種考試,刑事警察人員數位鑑識組,電腦通訊（包括無線網路）,1,1,1,106,106
civil_service_special,公務人員特種考試,刑事警察人員犯罪分析組,國文（作文、公文與測驗）,6,12,6,100,108
civil_service_special,公務人員特種考試,刑事警察人員犯罪分析組,憲法與英文,6,6,6,100,108
civil_service_special,公務人員特種考試,刑事警察人員犯罪分析組,數位訊號處理(DSP),5,5,5,100,108
civil_service_special,公務人員特種考試,刑事警察人員犯罪分析組,計算機數學(包括離散數學、機率與統計),5,5,5,100,108
civil_service_special,公務人員特種考試,刑事警察人員犯罪分析組,計算機概論(包括計算機結構、資料結構、程式設計),5,5,5,100,108
civil_service_special,公務人員特種考試,刑事警察人員犯罪分析組,資料探勘技術(包括資料庫管理與運用、線上交易處理OLTP、資料倉儲Data Warehouse、資料探勘Data Mining),4,4,4,100,108
civil_service_special,公務人員特種考試,刑事警察人員犯罪分析組,數位訊號處理（DSP）,1,1,1,106,106
civil_service_special,公務人員特種考試,刑事警察人員犯罪分析組,計算機數學（包括離散數學、機率與統計）,1,1,1,106,106
civil_service_special,公務人員特種考試,刑事警察人員犯罪分析組,計算機概論（包括計算機結構、資料結構、程式設計）,1,1,1,106,106
civil_service_special,公務人員特種考試,刑事警察人員犯罪分析組,資料探勘技術(包括資料庫管理與運用、線上交易處理【OLTP】、資料倉儲【Data Warehouse】、資料探勘【Data Mining】),1,1,1,103,103
civil_service_special,公務人員特種考試,刑事警察人員犯罪分析組,資料探勘技術（包括資料庫管理與運用、線上交易處理OLTP、資料倉儲Data Warehouse、資料探勘Data Mining）,1,1,1,106,106
civil_service_special,公務人員特種考試,刑事警察人員電子監察組,憲法與英文,6,6,6,100,105
civil_service_special,公務人員特種考試,刑事警察人員電子監察組,網路工程,6,6,6,100,105
civil_service_special,公務人員特種考試,刑事警察人員電子監察組,資料庫管理與運用,6,6,6,100,105
civil_service_special,公務人員特種考試,刑事警察人員電子監察組,通訊概論,6,6,6,100,105
civil_service_special,公務人員特種考試,刑事警察人員電子監察組,電子學,6,6,6,100,105
civil_service_special,公務人員特種考試,刑事警察人員電子監察組,國文（作文、公文與測驗）,5,10,5,100,105
civil_service_special,公務人員特種考試,刑事警察人員電子監察組,國文,1,2,1,102,102
civil_service_special,公務人員特種考試,刑事警察人員類別,中華民國憲法與警察專業英文,2,4,2,114,115
civil_service_special,公務人員特種考試,刑事警察人員類別,偵查法學,2,2,2,114,115
civil_service_special,公務人員特種考試,刑事警察人員類別,刑案現場處理與刑事鑑識,2,5,2,114,115
civil_service_special,公務人員特種考試,刑事警察人員類別,國文(作文與測驗),2,4,2,114,115
civil_service_special,公務人員特種考試,刑事警察人員類別,犯罪偵查學,2,5,2,114,115
civil_service_special,公務人員特種考試,刑事警察人員類別,警察情境實務(包括警察法規、實務操作標準作業程序、人權保障與正當法律程序),2,5,2,114,115
civil_service_special,公務人員特種考試,刑事警察人員類別,警察法規(包括警察法、行政執行法、社會秩序維護法、警械使用條例、集會遊行法、警察職權行使法、公務人員行政中立法),2,5,2,114,115
civil_service_special,公務人員特種考試,刑事警察人員類別數位鑑識組,國文(作文與測驗),2,4,2,114,115
civil_service_special,公務人員特種考試,刑事警察人員類別數位鑑識組,憲法與英文,2,2,2,114,115
civil_service_special,公務人員特種考試,刑事警察人員類別數位鑑識組,網路與資訊安全(包括資訊安全技術與應用、資安事件處理),2,2,2,114,115
civil_service_special,公務人員特種考試,刑事警察人員類別數位鑑識組,計算機系統(包括計算機結構、作業系統),2,2,2,114,115
civil_service_special,公務人員特種考試,刑事警察人員類別數位鑑識組,資料庫管理與運用,2,2,2,114,115
civil_service_special,公務人員特種考試,刑事警察人員類別數位鑑識組,電腦通訊(包括無線網路),2,2,2,114,115
civil_service_special,公務人員特種考試,刑事警察人員類別犯罪分析組,國文(作文與測驗),1,2,1,115,115
civil_service_special,公務人員特種考試,刑事警察人員類別犯罪分析組,憲法與英文,1,1,1,115,115
civil_service_special,公務人員特種考試,刑事警察人員類別犯罪分析組,數位訊號處理(DSP),1,1,1,115,115
civil_service_special,公務人員特種考試,刑事警察人員類別犯罪分析組,計算機數學(包括離散數學、機率與統計),1,1,1,115,115
civil_service_special,公務人員特種考試,刑事警察人員類別犯罪分析組,計算機概論(包括計算機結構、資料結構、程式設計),1,1,1,115,115
civil_service_special,公務人員特種考試,刑事警察人員類別犯罪分析組,資料探勘技術(包括資料庫管理與運用、線上交易處理【OLTP】、資料倉儲【Data Warehouse】、資料探勘【Data Mining】),1,1,1,115,115
civil_service_special,公務人員特種考試,刑事警察人員類別電子監察組,國文(作文與測驗),1,2,1,115,115
civil_service_special,公務人員特種考試,刑事警察人員類別電子監察組,憲法與英文,1,1,1,115,115
civil_service_special,公務人員特種考試,刑事警察人員類別電子監察組,網路工程,1,1,1,115,115
civil_service_special,公務人員特種考試,刑事警察人員類別電子監察組,資料庫管理與運用,1,1,1,115,115
civil_service_special,公務人員特種考試,刑事警察人員類別電子監察組,通訊概論,1,1,1,115,115
civil_service_special,公務人員特種考試,刑事警察人員類別電子監察組,電子學,1,1,1,115,115
civil_service_special,公務人員特種考試,刑事鑑識人員,中華民國憲法與警察專業英文,13,30,13,101,113
civil_service_special,公務人員特種考試,刑事鑑識人員,刑事化學,13,13,13,101,113
civil_service_special,公務人員特種考試,刑事鑑識人員,刑事生物,13,13,13,101,113
civil_service_special,公務人員特種考試,刑事鑑識人員,物理鑑識,13,13,13,101,113
civil_service_special,公務人員特種考試,刑事鑑識人員,犯罪偵查,13,26,13,101,113
civil_service_special,公務人員特種考試,刑事鑑識人員,警察情境實務(包括警察法規、實務操作標準作業程序、人權保障與正當法律程序),11,27,11,101,113
civil_service_special,公務人員特種考試,刑事鑑識人員,國文（作文、公文與測驗）,9,18,9,101,111
civil_service_special,公務人員特種考試,刑事鑑識人員,國文(作文與測驗),2,4,2,112,113
civil_service_special,公務人員特種考試,刑事鑑識人員,國文,1,2,1,102,102
civil_service_special,公務人員特種考試,刑事鑑識人員,國文(作文、公文與測驗),1,2,1,110,110
civil_service_special,公務人員特種考試,刑事鑑識人員,警察情境實務,1,2,1,102,102
civil_service_special,公務人員特種考試,刑事鑑識人員,警察情境實務（包括警察法規、實務操作標準作業程序、人權保障與正當法律程序）,1,3,1,106,106
civil_service_special,公務人員特種考試,刑事鑑識人員類別,中華民國憲法與警察專業英文,2,4,2,114,115
civil_service_special,公務人員特種考試,刑事鑑識人員類別,刑事化學,2,2,2,114,115
civil_service_special,公務人員特種考試,刑事鑑識人員類別,刑事生物,2,2,2,114,115
civil_service_special,公務人員特種考試,刑事鑑識人員類別,國文(作文與測驗),2,4,2,114,115
civil_service_special,公務人員特種考試,刑事鑑識人員類別,物理鑑識,2,2,2,114,115
civil_service_special,公務人員特種考試,刑事鑑識人員類別,犯罪偵查,2,5,2,114,115
civil_service_special,公務人員特種考試,刑事鑑識人員類別,警察情境實務(包括警察法規、實務操作標準作業程序、人權保障與正當法律程序),2,5,2,114,115
civil_service_special,公務人員特種考試,刑事鑑識人員類別材料及化學物品鑑析組,分析化學(含儀器分析),1,1,1,114,114
civil_service_special,公務人員特種考試,刑事鑑識人員類別材料及化學物品鑑析組,國文(作文與測驗),1,2,1,114,114
civil_service_special,公務人員特種考試,刑事鑑識人員類別材料及化學物品鑑析組,憲法與英文,1,1,1,114,114
civil_service_special,公務人員特種考試,刑事鑑識人員類別材料及化學物品鑑析組,有機光譜分析,1,1,1,114,114
civil_service_special,公務人員特種考試,刑事鑑識人員類別材料及化學物品鑑析組,有機化學,1,1,1,114,114
civil_service_special,公務人員特種考試,刑事鑑識人員類別材料及化學物品鑑析組,高分子化學與工業化學,1,1,1,114,114
civil_service_special,公務人員特種考試,動物技術,法學知識與英文（包括中華民國憲法、法學緒論、英文）,6,14,3,109,113
civil_service_special,公務人員特種考試,動物技術,國文（作文、公文與測驗）,4,8,2,109,111
civil_service_special,公務人員特種考試,動物技術,動物營養學,3,3,3,109,113
civil_service_special,公務人員特種考試,動物技術,動物生理學與解剖學,3,3,3,109,113
civil_service_special,公務人員特種考試,動物技術,動物育種學,3,3,3,109,113
civil_service_special,公務人員特種考試,動物技術,動物解剖生理學概要,3,7,3,109,113
civil_service_special,公務人員特種考試,動物技術,畜產加工概要,3,3,3,109,113
civil_service_special,公務人員特種考試,動物技術,飼料與營養學概要,3,3,3,109,113
civil_service_special,公務人員特種考試,動物技術,乳牛學（包括加工與利用）,2,2,2,109,111
civil_service_special,公務人員特種考試,動物技術,國文（作文與測驗）,2,4,1,113,113
civil_service_special,公務人員特種考試,動物技術,家禽學（包括加工與利用）,2,2,2,109,111
civil_service_special,公務人員特種考試,動物技術,畜牧學概要,2,2,2,109,111
civil_service_special,公務人員特種考試,動物技術,豬學（包括加工與利用）,2,2,2,109,111
civil_service_special,公務人員特種考試,動物技術,動物各論（包括加工利用與動物保護）,1,1,1,113,113
civil_service_special,公務人員特種考試,動物技術類科,國文（作文與測驗）,4,8,2,112,114
civil_service_special,公務人員特種考試,動物技術類科,法學知識與英文（包括中華民國憲法、法學緒論、英文）,4,8,2,112,114
civil_service_special,公務人員特種考試,動物技術類科,動物營養學,2,2,2,112,114
civil_service_special,公務人員特種考試,動物技術類科,動物生理學與解剖學,2,2,2,112,114
civil_service_special,公務人員特種考試,動物技術類科,動物育種學,2,2,2,112,114
civil_service_special,公務人員特種考試,動物技術類科,動物解剖生理學概要,2,4,2,112,114
civil_service_special,公務人員特種考試,動物技術類科,畜產加工概要,2,2,2,112,114
civil_service_special,公務人員特種考試,動物技術類科,飼料與營養學概要,2,2,2,112,114
civil_service_special,公務人員特種考試,動物技術類科,乳牛學（包括加工與利用）,1,1,1,112,112
civil_service_special,公務人員特種考試,動物技術類科,動物各論（包括加工利用與動物保護）,1,1,1,114,114
civil_service_special,公務人員特種考試,動物技術類科,家禽學（包括加工與利用）,1,1,1,112,112
civil_service_special,公務人員特種考試,動物技術類科,畜牧學概要,1,1,1,112,112
civil_service_special,公務人員特種考試,動物技術類科,豬學（包括加工與利用）,1,1,1,112,112
civil_service_special,公務人員特種考試,勞工行政,國文（作文、公文與測驗）,33,66,22,100,111
civil_service_special,公務人員特種考試,勞工行政,法學知識與英文（包括中華民國憲法、法學緒論、英文）,26,59,14,100,113
civil_service_special,公務人員特種考試,勞工行政,勞資關係,25,25,25,100,115
civil_service_special,公務人員特種考試,勞工行政,就業安全制度,25,25,25,100,115
civil_service_special,公務人員特種考試,勞工行政,行政法,25,56,25,100,115
civil_service_special,公務人員特種考試,勞工行政,勞工行政與勞工立法,24,24,24,100,115
civil_service_special,公務人員特種考試,勞工行政,社會學,23,23,23,100,113
civil_service_special,公務人員特種考試,勞工行政,勞資關係概要,16,16,16,101,113
civil_service_special,公務人員特種考試,勞工行政,行政法概要,16,36,16,101,113
civil_service_special,公務人員特種考試,勞工行政,就業安全制度概要,15,15,15,101,112
civil_service_special,公務人員特種考試,勞工行政,經濟學,15,33,15,100,112
civil_service_special,公務人員特種考試,勞工行政,勞工行政與勞工立法概要,14,14,14,101,113
civil_service_special,公務人員特種考試,勞工行政,公民與英文,8,23,8,100,111
civil_service_special,公務人員特種考試,勞工行政,勞工行政與勞工法規大意,8,18,8,100,111
civil_service_special,公務人員特種考試,勞工行政,國文(包括公文格式用語),8,19,8,100,111
civil_service_special,公務人員特種考試,勞工行政,法學大意,8,20,8,100,111
civil_service_special,公務人員特種考試,勞工行政,法學知識（包括中華民國憲法、法學緒論）,7,15,7,100,113
civil_service_special,公務人員特種考試,勞工行政,法學知識與英文(包括中華民國憲法、法學緒論、英文),4,8,2,110,112
civil_service_special,公務人員特種考試,勞工行政,國文（作文與測驗）,3,6,2,113,113
civil_service_special,公務人員特種考試,勞工行政,法學知識與英文(包括中華民國憲法、原住民族行政及法規、英文),3,8,3,103,110
civil_service_special,公務人員特種考試,勞工行政,勞工行政與原住民族工作權保障相關法規概要(包括原住民族工作權保障法及其施行細則、政府採購法及其施行細則),2,2,2,106,110
civil_service_special,公務人員特種考試,勞工行政,國文(作文、公文與測驗),2,4,1,110,110
civil_service_special,公務人員特種考試,勞工行政,國文(作文與測驗),2,4,1,112,112
civil_service_special,公務人員特種考試,勞工行政,勞工行政與原住民族工作權保障相關法規(包括原住民族工作權保障法及其施行細則、政府採購法及其施行細則),1,1,1,103,103
civil_service_special,公務人員特種考試,勞工行政,基礎能力測驗(作文、中華民國憲法及法學緒論),1,2,1,115,115
civil_service_special,公務人員特種考試,勞工行政類科,勞工行政與勞工立法,5,5,4,112,114
civil_service_special,公務人員特種考試,勞工行政類科,勞資關係,5,5,4,112,114
civil_service_special,公務人員特種考試,勞工行政類科,就業安全制度,5,5,4,112,114
civil_service_special,公務人員特種考試,勞工行政類科,行政法,5,13,4,112,114
civil_service_special,公務人員特種考試,勞工行政類科,國文（作文與測驗）,4,8,2,112,114
civil_service_special,公務人員特種考試,勞工行政類科,法學知識與英文（包括中華民國憲法、法學緒論、英文）,4,8,2,112,114
civil_service_special,公務人員特種考試,勞工行政類科,勞工行政與勞工立法概要,3,3,3,112,114
civil_service_special,公務人員特種考試,勞工行政類科,勞資關係概要,3,3,3,112,114
civil_service_special,公務人員特種考試,勞工行政類科,行政法概要,3,6,3,112,114
civil_service_special,公務人員特種考試,勞工行政類科,國文(作文與測驗),2,4,1,114,114
civil_service_special,公務人員特種考試,勞工行政類科,法學知識與英文(包括中華民國憲法、法學緒論、英文),2,4,1,114,114
civil_service_special,公務人員特種考試,勞工行政類科,公民與英文,1,3,1,112,112
civil_service_special,公務人員特種考試,勞工行政類科,勞工行政與勞工法規大意,1,2,1,112,112
civil_service_special,公務人員特種考試,勞工行政類科,國文,1,2,1,112,112
civil_service_special,公務人員特種考試,勞工行政類科,基礎能力測驗(作文、中華民國憲法及法學緒論),1,2,1,114,114
civil_service_special,公務人員特種考試,勞工行政類科,基礎能力測驗（作文、英文閱讀與法學知識）,1,2,1,114,114
civil_service_special,公務人員特種考試,勞工行政類科,就業安全制度概要,1,1,1,112,112
civil_service_special,公務人員特種考試,勞工行政類科,法學大意,1,3,1,112,112
civil_service_special,公務人員特種考試,勞工行政類科,社會學,1,1,1,112,112
civil_service_special,公務人員特種考試,勞工行政類科,經濟學,1,2,1,112,112
civil_service_special,公務人員特種考試,化學工程,國文（作文、公文與測驗）,42,87,25,100,111
civil_service_special,公務人員特種考試,化學工程,法學知識（包括中華民國憲法、法學緒論）,29,69,15,100,112
civil_service_special,公務人員特種考試,化學工程,英文,25,52,13,100,112
civil_service_special,公務人員特種考試,化學工程,分析化學概要,23,23,21,100,113
civil_service_special,公務人員特種考試,化學工程,儀器分析,22,22,22,100,112
civil_service_special,公務人員特種考試,化學工程,化學程序工業（包括質能均衡）,22,22,22,100,112
civil_service_special,公務人員特種考試,化學工程,有機化學,22,22,22,100,112
civil_service_special,公務人員特種考試,化學工程,有機化學概要,22,32,20,100,112
civil_service_special,公務人員特種考試,化學工程,物理化學（包括化工熱力學）,22,22,22,100,112
civil_service_special,公務人員特種考試,化學工程,法學知識與英文（包括中華民國憲法、法學緒論、英文）,17,39,12,100,113
civil_service_special,公務人員特種考試,化學工程,化工機械概要,11,11,11,100,113
civil_service_special,公務人員特種考試,化學工程,工業化學概要,11,11,11,100,113
civil_service_special,公務人員特種考試,化學工程,化學反應工程學,9,9,9,100,110
civil_service_special,公務人員特種考試,化學工程,輸送現象與單元操作,9,9,9,100,110
civil_service_special,公務人員特種考試,化學工程,國文（作文與測驗）,4,8,2,112,113
civil_service_special,公務人員特種考試,化學工程,化學程序工業（包括質能均衡、分析化學、儀器分析）,1,1,1,113,113
civil_service_special,公務人員特種考試,化學工程,反應工程及單元操作,1,1,1,113,113
civil_service_special,公務人員特種考試,化學工程,材料化學（包括有機化學、無機化學）,1,1,1,113,113
civil_service_special,公務人員特種考試,化學工程,物理化學（包括化工熱力學、動力學）,1,1,1,113,113
civil_service_special,公務人員特種考試,化學工程(選試日文),分析化學概要,1,1,1,113,113
civil_service_special,公務人員特種考試,化學工程(選試日文),國文（作文與測驗）,1,2,1,113,113
civil_service_special,公務人員特種考試,化學工程(選試日文),外國文(日文兼試基礎英文),1,2,1,113,113
civil_service_special,公務人員特種考試,化學工程(選試日文),有機化學概要,1,1,1,113,113
civil_service_special,公務人員特種考試,化學工程(選試日文),法學知識（包括中華民國憲法、法學緒論）,1,2,1,113,113
civil_service_special,公務人員特種考試,化學工程(選試英文),國文（作文與測驗）,4,8,2,113,115
civil_service_special,公務人員特種考試,化學工程(選試英文),外國文(英文),4,9,2,113,115
civil_service_special,公務人員特種考試,化學工程(選試英文),法學知識（包括中華民國憲法、法學緒論）,4,8,2,113,115
civil_service_special,公務人員特種考試,化學工程(選試英文),儀器分析,2,2,2,113,115
civil_service_special,公務人員特種考試,化學工程(選試英文),分析化學概要,2,2,2,113,115
civil_service_special,公務人員特種考試,化學工程(選試英文),有機化學,2,2,2,113,115
civil_service_special,公務人員特種考試,化學工程(選試英文),有機化學概要,2,2,2,113,115
civil_service_special,公務人員特種考試,化學工程(選試英文),物理化學（包括化工熱力學）,2,2,2,113,115
civil_service_special,公務人員特種考試,化學工程(選試英文),化學程序工業（包括質能均衡）,1,1,1,113,113
civil_service_special,公務人員特種考試,化學工程(選試英文)科別,國文（作文與測驗）,2,4,1,114,114
civil_service_special,公務人員特種考試,化學工程(選試英文)科別,外國文(英文),2,4,1,114,114
civil_service_special,公務人員特種考試,化學工程(選試英文)科別,法學知識（包括中華民國憲法、法學緒論）,2,4,1,114,114
civil_service_special,公務人員特種考試,化學工程(選試英文)科別,儀器分析,1,1,1,114,114
civil_service_special,公務人員特種考試,化學工程(選試英文)科別,分析化學概要,1,1,1,114,114
civil_service_special,公務人員特種考試,化學工程(選試英文)科別,化學程序工業（包括質能均衡）,1,1,1,114,114
civil_service_special,公務人員特種考試,化學工程(選試英文)科別,有機化學,1,1,1,114,114
civil_service_special,公務人員特種考試,化學工程(選試英文)科別,有機化學概要,1,1,1,114,114
civil_service_special,公務人員特種考試,化學工程(選試英文)科別,物理化學（包括化工熱力學）,1,1,1,114,114
civil_service_special,公務人員特種考試,化學工程類科,國文（作文與測驗）,4,8,2,112,114
civil_service_special,公務人員特種考試,化學工程類科,法學知識與英文（包括中華民國憲法、法學緒論、英文）,4,8,2,112,114
civil_service_special,公務人員特種考試,化學工程類科,分析化學概要,2,2,2,112,114
civil_service_special,公務人員特種考試,化學工程類科,化工機械概要,2,2,2,112,114
civil_service_special,公務人員特種考試,化學工程類科,工業化學概要,2,2,2,112,114
civil_service_special,公務人員特種考試,化學工程類科,儀器分析,1,1,1,112,112
civil_service_special,公務人員特種考試,化學工程類科,化學反應工程學,1,1,1,112,112
civil_service_special,公務人員特種考試,化學工程類科,化學程序工業（包括質能均衡、分析化學、儀器分析）,1,1,1,114,114
civil_service_special,公務人員特種考試,化學工程類科,化學程序工業（包括質能均衡）,1,1,1,112,112
civil_service_special,公務人員特種考試,化學工程類科,反應工程及單元操作,1,1,1,114,114
civil_service_special,公務人員特種考試,化學工程類科,有機化學,1,1,1,112,112
civil_service_special,公務人員特種考試,化學工程類科,有機化學概要,1,2,1,112,112
civil_service_special,公務人員特種考試,化學工程類科,材料化學（包括有機化學、無機化學）,1,1,1,114,114
civil_service_special,公務人員特種考試,化學工程類科,物理化學（包括化工熱力學、動力學）,1,1,1,114,114
civil_service_special,公務人員特種考試,化學工程類科,物理化學（包括化工熱力學）,1,1,1,112,112
civil_service_special,公務人員特種考試,化學工程類科,輸送現象與單元操作,1,1,1,112,112
civil_service_special,公務人員特種考試,化學鑑識組,儀器分析,15,15,15,100,114
civil_service_special,公務人員特種考試,化學鑑識組,分析化學,15,15,15,100,114
civil_service_special,公務人員特種考試,化學鑑識組,有機化學,15,15,15,100,114
civil_service_special,公務人員特種考試,化學鑑識組,生物化學,15,15,15,100,114
civil_service_special,公務人員特種考試,化學鑑識組,國文（作文、公文與測驗）,11,22,11,100,110
civil_service_special,公務人員特種考試,化學鑑識組,綜合法政知識與英文(包括中華民國憲法、法學緒論、兩岸關係、英文),10,24,10,102,114
civil_service_special,公務人員特種考試,化學鑑識組,國文（作文與測驗）,3,6,3,112,114
civil_service_special,公務人員特種考試,化學鑑識組,綜合法政知識與英文（包括中華民國憲法、法學緒論、兩岸關係、英文）,3,6,3,109,113
civil_service_special,公務人員特種考試,化學鑑識組,法學知識與英文（包括中華民國憲法、法學緒論、英文）,2,4,2,100,101
